Projects,BHK,Society,Carpet_Area,Furnishing,Bathroom,Price,Rates
,1,Rajmata Star City,480 sqft,Semi-Furnished,1,₹33 Lac ,₹5482 per sqft 
,1,Shree Parvati Apartment,430 sqft,Unfurnished,1,₹25 Lac ,₹4310 per sqft 
,3,Paranjape Abhiruchi Parisar,,Unfurnished,3,₹82.8 Lac ,₹7589 per sqft 
,1,Mantra City 360,580 sqft,Unfurnished,1,₹20.9 Lac ,₹2930 per sqft 
,2,Astonia Classic,750 sqft,Unfurnished,2,₹40.5 Lac ,₹5251 per sqft 
,2,,,Unfurnished,1,₹36.4 Lac ,₹5128 per sqft 
,2,xarbia Township Nere Hinjewadi,460 sqft,Semi-Furnished,2,₹27 Lac ,₹4909 per sqft 
,2,Mantra 7 Hills,607 sqft,Unfurnished,2,₹42 Lac ,₹4941 per sqft 
,3,Nancy Towers,1250 sqft,Semi-Furnished,3,₹1.35 Cr ,₹8385 per sqft 
,2,Induban Residency,,Unfurnished,2,₹45.1 Lac ,₹6575 per sqft 
,1,,,Unfurnished,1,₹15.3 Lac ,₹6066 per sqft 
,1,Bhakti Park,375 sqft,Unfurnished,2,₹16.9 Lac ,₹3529 per sqft 
,1,Sonigara Park,450 sqft,Unfurnished,1,₹39.5 Lac ,₹6211 per sqft 
,2,Jai Bhavani Apartment,700 sqft,Unfurnished,2,₹40 Lac ,₹4400 per sqft 
,1,,480 sqft,Unfurnished,1,₹39 Lac ,₹5821 per sqft 
,2,,975 sqft,Unfurnished,2,₹75 Lac ,₹6787 per sqft 
,2,Shapoorji Pallonji Joyville,655 sqft,Semi-Furnished,2,₹63.7 Lac ,₹7910 per sqft 
,2,Marvel Albero,1000 sqft,Unfurnished,2,₹85 Lac ,₹6538 per sqft 
,1,,518 sqft,Semi-Furnished,1,₹43 Lac ,₹6636 per sqft 
,2,Aapla Ghar Chakan Talegaon,587 sqft,Unfurnished,2,₹25 Lac ,₹2941 per sqft 
,2,,771 sqft,Unfurnished,2,₹63 Lac ,
,1,Venkatesh Lake Orchid,300 sqft,Unfurnished,1,₹40 Lac ,₹8602 per sqft 
,2,Shubh Nilaya,525 sqft,Unfurnished,2,₹40 Lac ,₹5806 per sqft 
,1,,300 sqft,Unfurnished,1,₹35 Lac ,₹8642 per sqft 
,1,Nirvana Lifecity,,Unfurnished,1,₹25.2 Lac ,₹6222 per sqft 
,1,Venkatesh Paradise,,Unfurnished,2,₹23 Lac ,₹3846 per sqft 
,1,Chrishh Splendour,463 sqft,Unfurnished,1,₹31 Lac ,₹4960 per sqft 
,2,,,Unfurnished,2,₹90 Lac ,₹11250 per sqft 
,1,,,Semi-Furnished,1,₹13.8 Lac ,₹2727 per sqft 
,1,,,Unfurnished,1,₹11 Lac ,₹1897 per sqft 
,4,,1600 sqft,Furnished,4,₹2.73 Cr ,₹7500 per sqft 
,2,,,Semi-Furnished,2,₹43.7 Lac ,₹6000 per sqft 
,2,,,Semi-Furnished,2,₹41.9 Lac ,₹6200 per sqft 
,1,,,Unfurnished,2,₹48 Lac ,₹9467 per sqft 
,1,Konark Park,,Semi-Furnished,1,₹1.11 Cr ,₹14800 per sqft 
,2,,,,2,₹90 Lac ,₹11250 per sqft 
,1,,,,1,₹42 Lac ,₹6774 per sqft 
,2,,,Semi-Furnished,2,₹1.25 Cr ,₹8333 per sqft 
,1,,,,1,₹25 Lac ,₹6083 per sqft 
,1,,,Unfurnished,1,₹27.6 Lac ,₹4959 per sqft 
,2,,,Furnished,2,₹65 Lac ,₹10172 per sqft 
,1,,,Unfurnished,1,₹22 Lac ,₹4000 per sqft 
,1,Pudumjee Paradise,,Semi-Furnished,1,₹50 Lac ,₹8929 per sqft 
,2,,544 sqft,Unfurnished,2,₹45 Lac ,
,2,,,Semi-Furnished,2,₹54 Lac ,₹4800 per sqft 
,1,,,Unfurnished,1,₹15 Lac ,₹3836 per sqft 
,3,Saikrushna Midori Towers,912 sqft,Unfurnished,2,₹65 Lac ,₹5417 per sqft 
,2,Kumar Pebble Park Khushi,650 sqft,Semi-Furnished,2,₹56 Lac ,₹6588 per sqft 
,1,Shri Ghanoba Vighnharta Park,,Unfurnished,1,₹16.9 Lac ,₹4000 per sqft 
,2,,,Furnished,2,₹1.21 Cr ,₹14444 per sqft 
,2,Saisha B Wing And C Wing,,Unfurnished,2,₹58 Lac ,₹6444 per sqft 
,2,,,Unfurnished,2,₹46 Lac ,₹5349 per sqft 
,1,,,Unfurnished,1,₹33 Lac ,₹6445 per sqft 
,1,,460 sqft,Unfurnished,1,₹12.5 Lac ,₹2604 per sqft 
,1,,,Unfurnished,1,₹18 Lac ,₹4276 per sqft 
,4,,,Unfurnished,3,₹95 Lac ,₹5758 per sqft 
,1,Parin Heights,,Unfurnished,1,₹22 Lac ,₹4000 per sqft 
,2,,,Semi-Furnished,1,₹39.1 Lac ,₹7304 per sqft 
,2,,,Unfurnished,1,₹32 Lac ,₹4946 per sqft 
,1,,,Unfurnished,1,₹16 Lac ,₹2909 per sqft 
,1,,306 sqft,Semi-Furnished,2,₹52.9 Lac ,₹12806 per sqft 
,1,,,Unfurnished,1,₹23 Lac ,₹4182 per sqft 
,2,,,Semi-Furnished,2,₹56 Lac ,₹5600 per sqft 
,1,,,Unfurnished,1,₹37.2 Lac ,₹8000 per sqft 
,2,,788 sqft,Unfurnished,1,₹40.9 Lac ,
,2,Suvali Apartment,580 sqft,Unfurnished,1,₹34.5 Lac ,₹4727 per sqft 
,,,,Semi-Furnished,1,₹14.1 Lac ,₹10000 per sqft 
,2,,,Semi-Furnished,1,₹32.9 Lac ,₹4667 per sqft 
,2,Somani Dream Home Phase II,510 sqft,Semi-Furnished,2,₹50.1 Lac ,₹8462 per sqft 
,3,,,Unfurnished,3,₹1.10 Cr ,₹7432 per sqft 
,1,,,Unfurnished,2,₹24 Lac ,₹4000 per sqft 
,2,,,Semi-Furnished,2,₹32 Lac ,₹5333 per sqft 
,3,,,Unfurnished,3,₹65 Lac ,₹5306 per sqft 
,2,,,Semi-Furnished,2,₹56 Lac ,₹5298 per sqft 
,2,,,Unfurnished,2,₹72.5 Lac ,₹12440 per sqft 
,,,,Unfurnished,1,₹15 Lac ,₹4839 per sqft 
,2,,950 sqft,Unfurnished,2,₹99 Lac ,₹7920 per sqft 
,1,,,Unfurnished,1,₹9.5 Lac ,₹2699 per sqft 
,4,Tej Ameet,1797 sqft,Unfurnished,4,₹4.43 Cr ,₹18261 per sqft 
,2,,,Unfurnished,2,₹34.2 Lac ,₹5067 per sqft 
,2,,,Unfurnished,1,₹21.4 Lac ,₹3075 per sqft 
,,,,Unfurnished,1,₹18 Lac ,₹6897 per sqft 
,,,,Unfurnished,1,₹15.3 Lac ,₹5667 per sqft 
,1,,,Furnished,1,₹50 Lac ,₹9091 per sqft 
,1,,,Semi-Furnished,1,₹46 Lac ,₹7863 per sqft 
,1,Pride City,585 sqft,Unfurnished,1,₹18.2 Lac ,₹3279 per sqft 
,1,,622 sqft,Furnished,2,₹55 Lac ,
,2,,,Semi-Furnished,2,₹85 Lac ,₹8500 per sqft 
,1,,,Unfurnished,1,₹22.8 Lac ,₹4348 per sqft 
,1,,,Unfurnished,1,₹31.5 Lac ,₹5240 per sqft 
,1,,,Unfurnished,1,₹19.5 Lac ,₹3415 per sqft 
,2,,,Unfurnished,1,₹23 Lac ,₹2706 per sqft 
,1,,500 sqft,Unfurnished,1,₹12.6 Lac ,₹2545 per sqft 
,2,,721 sqft,Semi-Furnished,2,₹60 Lac ,₹7018 per sqft 
,1,,,Unfurnished,1,₹22 Lac ,₹3833 per sqft 
,1,,,Unfurnished,1,₹20.2 Lac ,₹4000 per sqft 
,2,,,Unfurnished,2,₹22 Lac ,₹2933 per sqft 
,1,,,Unfurnished,1,₹26 Lac ,₹4786 per sqft 
,1,,,Semi-Furnished,1,₹15 Lac ,₹2727 per sqft 
,1,,,Furnished,1,₹21.8 Lac ,₹4248 per sqft 
,1,,,Unfurnished,1,₹18.4 Lac ,₹5412 per sqft 
,1,gaurang heights,320 sqft,Unfurnished,1,₹9.5 Lac ,₹3003 per sqft 
,2,,,Unfurnished,2,₹70.7 Lac ,₹10284 per sqft 
,,,,Unfurnished,1,₹27 Lac ,₹6750 per sqft 
,1,,,Semi-Furnished,1,₹27.6 Lac ,₹7500 per sqft 
,2,Binawat Paradise,,Unfurnished,2,₹39 Lac ,₹4875 per sqft 
,2,,,Semi-Furnished,2,₹36 Lac ,₹4343 per sqft 
,1,,,Semi-Furnished,1,₹36 Lac ,₹9709 per sqft 
,1,,,Semi-Furnished,1,₹28.5 Lac ,₹5536 per sqft 
,1,,,Unfurnished,1,₹23 Lac ,₹3716 per sqft 
,2,,680 sqft,Semi-Furnished,2,₹50 Lac ,₹5882 per sqft 
,2,,,Furnished,2,₹40 Lac ,₹4494 per sqft 
,1,,500 sqft,Furnished,1,₹20.7 Lac ,
,4,,1800 sqft,Unfurnished,4,₹1.77 Cr ,₹7819 per sqft 
,1,,,Unfurnished,1,₹31.5 Lac ,₹5833 per sqft 
,1,Siddhivinayak Complex,,Unfurnished,1,₹20 Lac ,₹3145 per sqft 
,3,,,Unfurnished,2,₹58.5 Lac ,₹6190 per sqft 
,2,,,Semi-Furnished,2,₹1.26 Cr ,₹10370 per sqft 
,2,Shiva Heights ll,984 sqft,Furnished,2,₹1.25 Cr ,₹10246 per sqft 
,2,,,Unfurnished,2,₹90 Lac ,₹7500 per sqft 
,1,,,Semi-Furnished,1,₹12 Lac ,₹3200 per sqft 
,1,,,Unfurnished,1,₹15 Lac ,₹2680 per sqft 
,1,Laxmi Heritage,,Unfurnished,1,₹23.5 Lac ,₹4401 per sqft 
,1,,,Unfurnished,1,₹25 Lac ,₹4167 per sqft 
,1,,,Unfurnished,1,₹25.8 Lac ,₹4583 per sqft 
,1,,,Unfurnished,1,₹68 Lac ,₹10429 per sqft 
,2,,,,2,₹60 Lac ,₹7084 per sqft 
,2,,,Unfurnished,2,₹60.5 Lac ,₹6115 per sqft 
,1,,,,1,₹22 Lac ,₹7120 per sqft 
,1,,,Unfurnished,1,₹35 Lac ,₹6481 per sqft 
,2,,,Unfurnished,2,₹39.6 Lac ,₹5867 per sqft 
,1,Avishkar Primero,,Unfurnished,2,₹42.5 Lac ,₹6757 per sqft 
,1,,,Unfurnished,1,₹19.5 Lac ,₹3518 per sqft 
,1,,,Unfurnished,1,₹22.8 Lac ,₹4167 per sqft 
,2,,,Unfurnished,1,₹26 Lac ,₹3714 per sqft 
,2,Neeti Heritage,,Unfurnished,2,₹48 Lac ,₹5000 per sqft 
,2,,1080 sqft,Semi-Furnished,2,₹55 Lac ,₹4583 per sqft 
,2,,,Unfurnished,2,₹30 Lac ,₹3727 per sqft 
,1,,,Semi-Furnished,1,₹22.5 Lac ,₹3846 per sqft 
,1,Ganesh Kamal Park,,Unfurnished,1,₹22 Lac ,₹3385 per sqft 
,1,,,Unfurnished,2,₹16.6 Lac ,₹3249 per sqft 
,2,,,,2,₹40 Lac ,₹5000 per sqft 
,1,,,Unfurnished,1,₹20 Lac ,₹3636 per sqft 
,2,,,,2,₹75 Lac ,₹9025 per sqft 
,1,Vishakha Regency,,Semi-Furnished,1,₹33 Lac ,₹5500 per sqft 
,2,,,Semi-Furnished,2,₹46 Lac ,₹6173 per sqft 
,2,,,Semi-Furnished,2,₹55 Lac ,₹5933 per sqft 
,2,Soham Apartment,,Unfurnished,2,₹32 Lac ,₹4118 per sqft 
,1,,,Unfurnished,2,₹20.2 Lac ,₹4922 per sqft 
,1,,,Unfurnished,1,₹35 Lac ,₹5469 per sqft 
,1,,,Unfurnished,1,₹23.2 Lac ,₹4833 per sqft 
,2,Majestique Manhattan H Building,,Semi-Furnished,2,₹59.5 Lac ,₹6263 per sqft 
,1,,,Unfurnished,1,₹30 Lac ,₹4478 per sqft 
,,,,Unfurnished,,₹8.5 Lac ,₹3208 per sqft 
,,,,Unfurnished,1,₹16 Lac ,₹4805 per sqft 
,1,,,Unfurnished,1,₹48.4 Lac ,₹9123 per sqft 
,2,Suvidha Dnyanganga,,Semi-Furnished,2,₹65 Lac ,₹8880 per sqft 
,1,,,Unfurnished,1,₹15 Lac ,₹3233 per sqft 
,1,,,Unfurnished,1,₹28 Lac ,₹4160 per sqft 
,1,,,Unfurnished,1,₹20 Lac ,₹3333 per sqft 
,1,,,Unfurnished,1,₹18.5 Lac ,₹4933 per sqft 
,1,,,Semi-Furnished,1,₹35 Lac ,₹5385 per sqft 
,3,,,Semi-Furnished,3,₹70 Lac ,₹5385 per sqft 
,1,,,Unfurnished,1,₹25 Lac ,₹4202 per sqft 
,5,,,,5,₹72.1 Lac ,₹3502 per sqft 
,3,,,Furnished,3,₹85 Lac ,₹7277 per sqft 
,2,,,Semi-Furnished,2,₹32.9 Lac ,₹4667 per sqft 
,2,,,Furnished,1,₹46.8 Lac ,₹6500 per sqft 
,1,,,Unfurnished,1,₹16.2 Lac ,₹3243 per sqft 
,1,,,Unfurnished,1,₹22.8 Lac ,₹4762 per sqft 
,1,Kunal Residency,,Unfurnished,1,₹30.3 Lac ,₹6036 per sqft 
,2,,970 sqft,Unfurnished,1,₹27.3 Lac ,
,,,,Unfurnished,1,₹9 Lac ,₹2769 per sqft 
,1,,,Semi-Furnished,1,₹22.5 Lac ,₹5556 per sqft 
,2,,,Unfurnished,2,₹40 Lac ,₹5714 per sqft 
,1,,,Furnished,2,₹42 Lac ,₹7778 per sqft 
,4,,,Furnished,3,₹1.53 Cr ,₹8500 per sqft 
,2,,725 sqft,Unfurnished,1,₹42.3 Lac ,
,2,,,Semi-Furnished,2,₹45.5 Lac ,₹5000 per sqft 
,2,,,Semi-Furnished,2,₹40 Lac ,₹5752 per sqft 
,2,,,Unfurnished,2,₹38 Lac ,₹4135 per sqft 
,2,,,Semi-Furnished,2,₹45 Lac ,₹4500 per sqft 
,2,,,Unfurnished,2,₹50 Lac ,₹4252 per sqft 
,2,Nisarg Srushti Manjri Budruk,750 sqft,Furnished,2,₹75 Lac ,₹7732 per sqft 
,1,,,Unfurnished,1,₹32 Lac ,₹4923 per sqft 
,2,,,Unfurnished,1,₹76 Lac ,₹9500 per sqft 
,1,,,Unfurnished,1,₹23.5 Lac ,₹5831 per sqft 
,1,,,Unfurnished,1,₹23.4 Lac ,₹4399 per sqft 
,2,Nisarg Unicorn Nisarg Belrose C Building,,Unfurnished,2,₹86 Lac ,₹10872 per sqft 
,2,,,,,₹41.4 Lac ,₹5263 per sqft 
,1,,,Semi-Furnished,1,₹21 Lac ,₹3360 per sqft 
,2,,,Unfurnished,2,₹75 Lac ,₹12500 per sqft 
,1,,,Unfurnished,1,₹20 Lac ,₹3810 per sqft 
,1,,,Unfurnished,1,₹30 Lac ,₹6550 per sqft 
,2,,,Unfurnished,2,₹19 Lac ,₹2533 per sqft 
,1,,,Unfurnished,1,₹35 Lac ,₹6364 per sqft 
,1,,,Unfurnished,1,₹17 Lac ,₹4250 per sqft 
,2,Kul Ecoloch Phase I,,Semi-Furnished,2,₹52.1 Lac ,₹6588 per sqft 
,2,,,Semi-Furnished,2,₹50 Lac ,₹4897 per sqft 
,1,,,Unfurnished,1,₹15.5 Lac ,₹3875 per sqft 
,2,,,Unfurnished,2,₹39.1 Lac ,₹6000 per sqft 
,1,,435 sqft,Unfurnished,1,₹27.3 Lac ,
,1,,,Furnished,1,₹35 Lac ,₹5738 per sqft 
,1,,,,,₹45 Lac ,₹5294 per sqft 
,1,BSK Krishnakamal Residency,,Unfurnished,1,₹22.5 Lac ,₹4167 per sqft 
,1,,,Furnished,1,₹47 Lac ,₹8547 per sqft 
,3,,968 sqft,Unfurnished,2,₹95 Lac ,
,3,,,Semi-Furnished,3,₹1.50 Cr ,₹10204 per sqft 
,4,,,Furnished,4,₹85 Lac ,₹5862 per sqft 
,1,,,Semi-Furnished,1,₹26.3 Lac ,₹5027 per sqft 
,1,,,Unfurnished,1,₹37.6 Lac ,₹6700 per sqft 
,2,,,Semi-Furnished,2,₹72.5 Lac ,₹8211 per sqft 
,3,,,Furnished,3,₹59.2 Lac ,₹6335 per sqft 
,2,,,Semi-Furnished,2,₹65 Lac ,₹6500 per sqft 
,2,,,Unfurnished,2,₹26 Lac ,₹3810 per sqft 
,1,,,Unfurnished,1,₹22.1 Lac ,₹4364 per sqft 
,1,,,Unfurnished,1,₹18.8 Lac ,₹4211 per sqft 
,2,,,Semi-Furnished,2,₹41 Lac ,₹5294 per sqft 
,2,,,Unfurnished,2,₹72.8 Lac ,₹7477 per sqft 
,1,,,Semi-Furnished,2,₹53 Lac ,₹10600 per sqft 
,2,,,Semi-Furnished,1,₹74.4 Lac ,₹9412 per sqft 
,2,,,Unfurnished,2,₹68 Lac ,₹6296 per sqft 
,1,,,Furnished,1,₹24.5 Lac ,₹4016 per sqft 
,2,,,Unfurnished,2,₹40 Lac ,₹4943 per sqft 
,2,,,Unfurnished,2,₹68.1 Lac ,₹8000 per sqft 
,2,Lodha Belmondo Townhouses,1000 sqft,Semi-Furnished,2,₹83.7 Lac ,₹8364 per sqft 
,1,,625 sqft,Unfurnished,2,₹64.5 Lac ,₹7588 per sqft 
,1,,500 sqft,Unfurnished,1,₹18.6 Lac ,
,2,Krishna Aviro,,Unfurnished,2,₹58 Lac ,₹8286 per sqft 
,3,,1140 sqft,Semi-Furnished,3,₹1.02 Cr ,₹7143 per sqft 
,1,,,Semi-Furnished,1,₹17.2 Lac ,₹4868 per sqft 
,1,,,Unfurnished,1,₹20 Lac ,₹3333 per sqft 
,2,,,Unfurnished,2,₹60 Lac ,₹7059 per sqft 
,2,,,Unfurnished,2,₹38.6 Lac ,₹5753 per sqft 
,2,Shankeshwar Crimson,,Furnished,2,₹65 Lac ,₹6500 per sqft 
,2,,,Semi-Furnished,1,₹58.5 Lac ,₹7831 per sqft 
,1,,,,1,₹47 Lac ,₹11380 per sqft 
,1,,,Semi-Furnished,1,₹50 Lac ,₹7407 per sqft 
,1,,,Furnished,1,₹24 Lac ,₹5594 per sqft 
,1,,,Semi-Furnished,1,₹28.2 Lac ,₹5263 per sqft 
,1,,,Unfurnished,1,₹27.8 Lac ,₹5648 per sqft 
,2,Krushna Lake Woods,,Furnished,2,₹55.2 Lac ,₹6000 per sqft 
,1,,,Unfurnished,1,₹12 Lac ,₹3288 per sqft 
,2,,980 sqft,Semi-Furnished,2,₹65 Lac ,₹5991 per sqft 
,2,Chamadia Plenum Park,900 sqft,Semi-Furnished,2,₹65 Lac ,₹5556 per sqft 
,2,F5 Mount Unique,739 sqft,Semi-Furnished,2,₹78.3 Lac ,
,2,Chintamani Concord Pushpak,675 sqft,Furnished,2,₹54.7 Lac ,₹6800 per sqft 
,2,Highmont Phase 1,724 sqft,Unfurnished,2,₹60.5 Lac ,₹6667 per sqft 
,2,,,Unfurnished,2,₹34 Lac ,₹4309 per sqft 
,2,Kool Homes Kondhwa,920 sqft,Furnished,2,₹1 Cr ,₹8506 per sqft 
,1,,,Semi-Furnished,1,₹26.1 Lac ,₹4603 per sqft 
,2,Hillock Towers,,Unfurnished,2,₹32.9 Lac ,₹5833 per sqft 
,4,Vardhamanpura,2450 sqft,Furnished,4,₹5 Cr ,₹17123 per sqft 
,1,Kalpataru Estate Phase 2 Building 4 Society,500 sqft,Unfurnished,1,₹55 Lac ,₹8462 per sqft 
,1,Sun Universe Apartment,522 sqft,Semi-Furnished,1,₹50 Lac ,₹9579 per sqft 
,2,Nirmitee Shubhyog,725 sqft,Semi-Furnished,2,₹47 Lac ,₹5128 per sqft 
,3,TATA La Montana,,Unfurnished,3,₹58.5 Lac ,₹4555 per sqft 
,2,,,Semi-Furnished,2,₹32 Lac ,₹3636 per sqft 
,1,,,,1,₹34 Lac ,₹5667 per sqft 
,2,Keystone Altura,1030 sqft,Unfurnished,2,₹1.07 Cr ,₹7188 per sqft 
,1,Paramount Swamidham,,Unfurnished,1,₹31 Lac ,₹7021 per sqft 
,2,,850 sqft,Unfurnished,2,₹32 Lac ,₹3765 per sqft 
,2,Roshan One,,Unfurnished,2,₹32 Lac ,₹3765 per sqft 
,2,,725 sqft,Furnished,2,₹61.6 Lac ,₹7420 per sqft 
,1,Shantiben Apartment,,Unfurnished,1,₹36 Lac ,₹6545 per sqft 
,3,Empire Square,1250 sqft,Furnished,3,₹1.91 Cr ,
,2,,,Semi-Furnished,2,₹72 Lac ,₹9266 per sqft 
,2,Bhoir Estate,,Semi-Furnished,2,₹70 Lac ,₹7179 per sqft 
,2,,,Unfurnished,2,₹81 Lac ,₹8526 per sqft 
,2,,,Unfurnished,2,₹65 Lac ,₹5909 per sqft 
,2,,,Unfurnished,3,₹30.7 Lac ,₹3929 per sqft 
,1,,,,1,₹38 Lac ,₹5547 per sqft 
,1,,,Unfurnished,1,₹14.5 Lac ,₹5351 per sqft 
,1,,,Unfurnished,1,₹52 Lac ,₹8889 per sqft 
,1,,,Unfurnished,1,₹34.2 Lac ,₹5846 per sqft 
,1,Dayal Heights,443 sqft,Semi-Furnished,2,₹45 Lac ,₹10000 per sqft 
,1,,550 sqft,Unfurnished,1,₹36.7 Lac ,₹6321 per sqft 
,2,,,Unfurnished,2,₹88 Lac ,₹10233 per sqft 
,1,,540 sqft,Unfurnished,1,₹20 Lac ,
,1,,470 sqft,Unfurnished,1,₹22 Lac ,
,2,,,,,₹72 Lac ,₹10070 per sqft 
,1,Padmavati Nagar,666 sqft,Semi-Furnished,1,₹60 Lac ,₹8571 per sqft 
,2,,623 sqft,Semi-Furnished,2,₹67.7 Lac ,₹11077 per sqft 
,1,,,Semi-Furnished,1,₹40 Lac ,₹6667 per sqft 
,1,,765 sqft,Semi-Furnished,1,₹22.8 Lac ,₹3268 per sqft 
,2,,875 sqft,Semi-Furnished,2,₹78 Lac ,₹7189 per sqft 
,3,,1015 sqft,Unfurnished,3,₹95 Lac ,
,1,,235 sqft,Semi-Furnished,1,₹17 Lac ,₹7234 per sqft 
,1,,230 sqft,Unfurnished,1,₹19 Lac ,
,2,,650 sqft,Unfurnished,1,₹41.4 Lac ,₹6429 per sqft 
,2,Inna Apartments,,Semi-Furnished,2,₹71 Lac ,₹7536 per sqft 
,1,Kolte Patil Life Republic Sector R16 16th Avenue Arezo F Building,,Unfurnished,2,₹45 Lac ,₹10870 per sqft 
,1,,,Unfurnished,1,₹20.5 Lac ,₹7093 per sqft 
,3,,1150 sqft,Semi-Furnished,3,₹80 Lac ,
,1,,380 sqft,Unfurnished,1,₹18.2 Lac ,₹4175 per sqft 
,1,,250 sqft,Unfurnished,1,₹20 Lac ,₹6349 per sqft 
,2,,730 sqft,Unfurnished,2,₹51.2 Lac ,₹5340 per sqft 
,1,,,Unfurnished,1,₹31.9 Lac ,₹7778 per sqft 
,1,,,Semi-Furnished,1,₹25 Lac ,₹5000 per sqft 
,1,,,Unfurnished,1,₹55 Lac ,₹11000 per sqft 
,1,,,Unfurnished,1,₹32 Lac ,₹5818 per sqft 
,1,,,Unfurnished,1,₹26.8 Lac ,₹4958 per sqft 
,2,,,Unfurnished,2,₹60 Lac ,₹6000 per sqft 
,3,,,Semi-Furnished,3,₹1.10 Cr ,₹8462 per sqft 
,2,,,Semi-Furnished,2,₹35 Lac ,₹6129 per sqft 
,2,,750 sqft,Unfurnished,2,₹35 Lac ,₹4023 per sqft 
,2,,,Semi-Furnished,2,₹85 Lac ,₹8929 per sqft 
,1,,,Unfurnished,1,₹15 Lac ,₹3333 per sqft 
,1,,,Semi-Furnished,1,₹12.9 Lac ,₹3474 per sqft 
,1,,,Unfurnished,1,₹22.5 Lac ,₹4688 per sqft 
,2,,,Semi-Furnished,1,₹32.2 Lac ,₹3889 per sqft 
,2,,,Unfurnished,2,₹23.5 Lac ,₹3582 per sqft 
,2,,,Semi-Furnished,2,₹70 Lac ,₹7000 per sqft 
,3,,,Unfurnished,3,₹1.31 Cr ,₹11154 per sqft 
,1,,,Unfurnished,1,₹14.6 Lac ,₹2667 per sqft 
,1,,,Unfurnished,1,₹23.3 Lac ,₹4386 per sqft 
,2,,,Semi-Furnished,2,₹51.2 Lac ,₹6944 per sqft 
,1,,,Unfurnished,1,₹28 Lac ,₹5283 per sqft 
,1,Mark Nirvana,500 sqft,Unfurnished,1,₹23.3 Lac ,
,1,,,Unfurnished,2,₹35 Lac ,₹5833 per sqft 
,1,,,Unfurnished,1,₹39.1 Lac ,₹7850 per sqft 
,2,,,Unfurnished,2,₹61.1 Lac ,₹10000 per sqft 
,1,Bhagat Residency,,Unfurnished,1,₹18 Lac ,₹3046 per sqft 
,2,,,Unfurnished,2,₹45 Lac ,₹5102 per sqft 
,1,,,Unfurnished,1,₹32 Lac ,₹5000 per sqft 
,1,,,Unfurnished,1,₹27 Lac ,₹6000 per sqft 
,,,,Unfurnished,2,₹15.8 Lac ,₹5667 per sqft 
,2,,,Unfurnished,2,₹36.4 Lac ,₹5000 per sqft 
,1,,,Unfurnished,1,₹19.5 Lac ,₹3421 per sqft 
,2,,,Unfurnished,2,₹75 Lac ,₹7426 per sqft 
,4,,,Furnished,3,₹1.26 Cr ,₹6087 per sqft 
,1,,,Unfurnished,1,₹28.2 Lac ,₹4615 per sqft 
,2,,,Semi-Furnished,2,₹45.6 Lac ,₹5765 per sqft 
,2,,,Unfurnished,2,₹60 Lac ,₹7229 per sqft 
,3,,,Unfurnished,3,₹78.2 Lac ,₹7083 per sqft 
,2,,,Semi-Furnished,2,₹54 Lac ,₹6085 per sqft 
,1,,,Semi-Furnished,1,₹34 Lac ,₹6897 per sqft 
,1,,,Unfurnished,1,₹22 Lac ,₹5500 per sqft 
,2,,,Semi-Furnished,2,₹55.5 Lac ,₹5760 per sqft 
,1,,,Unfurnished,1,₹29 Lac ,₹5088 per sqft 
,1,,,Semi-Furnished,1,₹65 Lac ,₹10484 per sqft 
,2,,,Semi-Furnished,2,₹48 Lac ,₹4364 per sqft 
,3,Kalpataru Iris,135 sqft,Furnished,3,₹1.35 Cr ,₹7714 per sqft 
,1,,,Unfurnished,1,₹15 Lac ,₹2841 per sqft 
,1,,,Unfurnished,1,₹23 Lac ,₹4237 per sqft 
,1,,,Unfurnished,1,₹22 Lac ,₹4000 per sqft 
,2,,,Unfurnished,2,₹46.5 Lac ,₹7143 per sqft 
,1,,,Unfurnished,1,₹16 Lac ,₹4267 per sqft 
,3,,,Unfurnished,2,₹60 Lac ,₹5455 per sqft 
,1,,,Unfurnished,2,₹50 Lac ,₹8929 per sqft 
,2,Prasham Apartment,965 sqft,Furnished,2,₹1.03 Cr ,
,1,,,Unfurnished,1,₹32 Lac ,₹5246 per sqft 
,2,,,Semi-Furnished,2,₹30 Lac ,₹5000 per sqft 
,1,,,Furnished,1,₹33 Lac ,₹5739 per sqft 
,2,,,Unfurnished,2,₹65 Lac ,₹7222 per sqft 
,1,Manisha Vihar,385 sqft,Unfurnished,1,₹10.8 Lac ,₹3117 per sqft 
,1,,,Unfurnished,1,₹26 Lac ,₹4981 per sqft 
,2,,,Furnished,2,₹32 Lac ,₹3048 per sqft 
,2,Village Residency,,Furnished,2,₹24.6 Lac ,₹3375 per sqft 
,1,,,Unfurnished,1,₹28.2 Lac ,₹4747 per sqft 
,1,,,Unfurnished,2,₹25.1 Lac ,₹4821 per sqft 
,2,,,Semi-Furnished,2,₹52 Lac ,₹6118 per sqft 
,1,,,,1,₹31 Lac ,₹6200 per sqft 
,1,,,Unfurnished,1,₹18.4 Lac ,₹3774 per sqft 
,3,,,Unfurnished,3,₹81.9 Lac ,₹9000 per sqft 
,1,,,Semi-Furnished,2,₹23.5 Lac ,₹3597 per sqft 
,1,,,Unfurnished,1,₹35 Lac ,₹3889 per sqft 
,2,Moreshwar Apartment,,Unfurnished,1,₹91 Lac ,₹14706 per sqft 
